species,clade,superorder,order,family,status,tip_age,age_max,age_min,Mass,Activity,Diet,Sociality,Locomotion,specimen_ID,source,reference
Megacerops_coloradensis,Placentalia,Laurasiatheria,Perissodactyla,Brontotheriidae,extinct,36.8,39.7,33.9,4000000,NA,Herbivore,NA,Terrestrial,fmnh:pm:59199,https://n2t.net/ark:/87602/m4/405088,"43, 76, 105, 106, 149"
Megaderma_spasma,Placentalia,Laurasiatheria,Chiroptera,Megadermatidae,extant,0,0,0,24.71,NA,Carnivore,Social,Volant,ummz:mammals:163615,https://n2t.net/ark:/87602/m4/672634,"56, 101"
Megaladapis_madagascariensis,Placentalia,Euarchontoglires,Primates,Megaladapidae,extinct,0.00585,0.0117,0,46500,NA,Herbivore,NA,Arboreal,DPC:24801,Madlen Lang,"82, 114"
Megalagus_turgidus,Placentalia,Euarchontoglires,Lagomorpha,Leporidae,extinct,34.4,37,31.8,2325,NA,Herbivore,NA,NA,FMNH:UC:1642,https://doi.org/10.5061/dryad.0vt4b8gwg,"42, 90, 150"
Megalonyx_jeffersonii,Placentalia,Xenarthra,Pilosa,Megalonychidae,extinct,1.3,2.58,0.0117,370000,NA,Herbivore,NA,Terrestrial,l-hj:vertebrates:0001,https://n2t.net/ark:/87602/m4/411135,"76, 85, 109"
Megatherium_americanum,Placentalia,Xenarthra,Pilosa,Megatheriidae,extinct,4,8,0.0117,3210150,NA,Herbivore,NA,Terrestrial,MACN:PV:13021,Alberto Boscaini,"85, 109"
Mellivora_capensis,Placentalia,Laurasiatheria,Carnivora,Mustelidae,extant,0,0,0,8999.99,Mixed,Omnivore,Solitary,Terrestrial,UMZC:Vertebrates:K.1821,https://n2t.net/ark:/87602/m4/420859,"56, 101"
Mephitis_mephitis,Placentalia,Laurasiatheria,Carnivora,Mephitidae,extant,0,0,0,2399.99,Nocturnal,Omnivore,Solitary,Terrestrial,USNM:MAMM:USNM 147553,https://n2t.net/ark:/87602/m4/M100589,"56, 101"
Meriones_libycus,Placentalia,Euarchontoglires,Rodentia,Muridae,extant,0,0,0,91.33,NA,Herbivore,Social,NA,uf:mammals:28796,https://n2t.net/ark:/87602/m4/M140487,"56, 101"
Merychippus_severus,Placentalia,Laurasiatheria,Perissodactyla,Equidae,extinct,13.95,18.5,9.4,110000,NA,Herbivore,NA,Terrestrial,lacm:vp:(CIT) 2929,https://n2t.net/ark:/87602/m4/392627,"76, 127, 130"
Merycochoerus_proprius,Placentalia,Laurasiatheria,Artiodactyla,Merycoidodontidae,extinct,19.67,23.04,16.3,122000,NA,Herbivore,NA,Semi-Aquatic,amnh:fm:43016 A,https://n2t.net/ark:/87602/m4/395613,"76, 107"
Mesatirhinus_junius,Placentalia,Laurasiatheria,Perissodactyla,Brontotheriidae,extinct,45.4,51.1,39.7,350000,NA,NA,NA,Terrestrial,YPM:VP:010041,https://n2t.net/ark:/87602/m4/392478,"76, 151"
Mesogaulus_paniensis,Placentalia,Euarchontoglires,Rodentia,Mylagaulidae,extinct,19.51,23.04,15.98,266.48,NA,Herbivore,NA,Terrestrial,amnh:fm:65511,https://n2t.net/ark:/87602/m4/M48011,"42, 52, 152"
Mesohippus_bairdi,Placentalia,Laurasiatheria,Perissodactyla,Equidae,extinct,34.4,37,31.8,28500,NA,Herbivore,NA,Terrestrial,AMNH:FM:9814,https://n2t.net/ark:/87602/m4/396090,"76, 127"
Microcebus_murinus,Placentalia,Euarchontoglires,Primates,Cheirogaleidae,extant,0,0,0,69,Nocturnal,Omnivore,Social,Arboreal,dlc:7030f,https://n2t.net/ark:/87602/m4/M168375,"56, 101"
Microchoerus_erinaceus,Placentalia,Euarchontoglires,Primates,Omomyidae,extinct,37.45,41,33.9,241,NA,Herbivore,NA,NA,UM:PRR:1771,Ornella Bertrand,"9, 108"
Microgale_drouhardi,Placentalia,Afrotheria,Afrosoricida,Tenrecidae,extant,0,0,0,10.5,NA,NA,NA,Terrestrial,UMMZ:mammals:168477,https://n2t.net/ark:/87602/m4/420868,"56, 101"
Micromys_minutus,Placentalia,Euarchontoglires,Rodentia,Muridae,extant,0,0,0,6.99,NA,Omnivore,NA,Arboreal,UMMZ:mammals:108469,https://n2t.net/ark:/87602/m4/M82214,"56, 101"
Micronycteris_hirsuta,Placentalia,Laurasiatheria,Chiroptera,Phyllostomidae,extant,0,0,0,12.89,NA,Omnivore,NA,Volant,uma:5295,https://n2t.net/ark:/87602/m4/349415,"56, 101"
Micropteropus_pusillus,Placentalia,Laurasiatheria,Chiroptera,Pteropodidae,extant,0,0,0,25.38,NA,Herbivore,Solitary,Volant,UMMZ:mammals:124088,https://n2t.net/ark:/87602/m4/M58348,"56, 101"
Microsyops_annectens,Placentalia,Euarchontoglires,Plesiadapiformes,Microsyopidae,extinct,42.8,45.9,39.7,1686,NA,NA,NA,NA,UW:12362,Ornella Bertrand,"9, 141"
Microtus_yuldaschi,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,31,NA,NA,NA,NA,uf:mammals:10346,https://n2t.net/ark:/87602/m4/M140535,"15, 101"
Miniopterus_schreibersii,Placentalia,Laurasiatheria,Chiroptera,Miniopteridae,extant,0,0,0,11.46,NA,Carnivore,Social,Volant,UMMZ:mammals:156998,https://n2t.net/ark:/87602/m4/M35103 ,"56, 101"
Mirza_coquereli,Placentalia,Euarchontoglires,Primates,Cheirogaleidae,extant,0,0,0,326.5,Nocturnal,Omnivore,Social,Arboreal,fmnh:pm:59052,https://n2t.net/ark:/87602/m4/405131,"56, 101"
Mixtotherium_sp,Placentalia,Laurasiatheria,Artiodactyla,Mixtotheriidae,extinct,42.89,48.07,37.71,6000,NA,Herbivore,NA,Terrestrial,fmnh:pm:59052,https://n2t.net/ark:/87602/m4/405131,"76, 112"
Molossus_molossus,Placentalia,Laurasiatheria,Chiroptera,Molossidae,extant,0,0,0,13.7,NA,Carnivore,NA,Volant,AMNH:Mammals:M-40723,https://n2t.net/ark:/87602/m4/M36489,"56, 101"
Monodelphis_domestica,Metatheria,Marsupialia,Didelphimorphia,Didelphidae,extant,0,0,0,93.45,Mixed,Carnivore,Solitary,NA,TMM M-9038,Phenome10K,"56, 101"
Monodon_monoceros,Placentalia,Laurasiatheria,Artiodactyla,Monodontidae,extant,0,0,0,938126.44,NA,Carnivore,Social,Aquatic,nmv:mammalogy:10360,https://n2t.net/ark:/87602/m4/479879,"56, 101"
Mops_thersites,Placentalia,Laurasiatheria,Chiroptera,Molossidae,extant,0,0,0,21.99,NA,Carnivore,NA,Volant,AMNH:M-:236347,https://n2t.net/ark:/87602/m4/475016,"56, 101"
Mormoops_megalophylla,Placentalia,Laurasiatheria,Chiroptera,Mormoopidae,extant,0,0,0,16.09,NA,Carnivore,NA,Volant,usnm:mammals:USNM 508478,https://n2t.net/ark:/87602/m4/453877,"56, 101"
Mouillacitherium_elegans,Placentalia,Laurasiatheria,Artiodactyla,Dichobunidae,extinct,40.985,48.07,33.9,662,NA,NA,NA,NA,UM:ACQ:6625,https://doi.org/10.18563/m3.sf.1068,"81, 123"
Murina_cyclotis,Placentalia,Laurasiatheria,Chiroptera,Vespertilionidae,extant,0,0,0,9.35,NA,NA,NA,Volant,UMMZ:mammals:112542,https://n2t.net/ark:/87602/m4/M35150,"56, 101"
Mus_musculus,Placentalia,Euarchontoglires,Rodentia,Muridae,extant,0,0,0,19.3,NA,Carnivore,Social,Terrestrial,psu:f34-mouse:66637,https://n2t.net/ark:/87602/m4/M62187,"56, 101"
Muscardinus_avellanarius,Placentalia,Euarchontoglires,Rodentia,Gliridae,extant,0,0,0,29.19,Mixed,Omnivore,NA,NA,NHMUK:95.8.12.3,https://n2t.net/ark:/87602/m4/569544,"56, 101"
Mustela_nivalis,Placentalia,Laurasiatheria,Carnivora,Mustelidae,extant,0,0,0,78.45,Mixed,Carnivore,Solitary,Terrestrial,FMNH:Mammals:207033,https://n2t.net/ark:/87602/m4/M157927,"56, 101"
Mylodon_sp,Placentalia,Xenarthra,Pilosa,Mylodontidae,extinct,1.296,2.58,0.0117,1100000,NA,Herbivore,NA,Terrestrial,lacm:vp:157696,https://n2t.net/ark:/87602/m4/392633,"76, 85, 109"
Myocastor_coypus,Placentalia,Euarchontoglires,Rodentia,Echimyidae,extant,0,0,0,6361.55,Mixed,Omnivore,Social,Semi-Aquatic,AMNH:Mammals:M-206456,https://n2t.net/ark:/87602/m4/598446,"56, 101"
Myosciurus_pumilio,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,16.44,Diurnal,Omnivore,Solitary,Arboreal,ummz:mammals:78542,https://n2t.net/ark:/87602/m4/672822,"56, 101"
Myospalax_myospalax,Placentalia,Euarchontoglires,Rodentia,Spalacidae,extant,0,0,0,225,NA,Herbivore,NA,Fossorial,UMMZ:mammals:110401,https://n2t.net/ark:/87602/m4/M141237,"56, 101"
Myotis_adversus,Placentalia,Laurasiatheria,Chiroptera,Vespertilionidae,extant,0,0,0,10.41,NA,Carnivore,NA,Volant,UMZC:Vertebrates:E.5766.B,https://n2t.net/ark:/87602/m4/569820,"56, 101"
Myrmecobius_fasciatus,Metatheria,Marsupialia,Dasyuromorphia,Myrmecobiidae,extant,0,0,0,511.44,Mixed,Carnivore,Solitary,Terrestrial,SAMA:Mammalogy:M3758,https://n2t.net/ark:/87602/m4/457898,"56, 101"
Myrmecophaga_tridactyla,Placentalia,Xenarthra,Pilosa,Myrmecophagidae,extant,0,0,0,29531.83,Mixed,Carnivore,Solitary,Terrestrial,MACN:Ma:17.6,Alberto Boscaini,"56, 101"
Mysateles_prehensilis,Placentalia,Euarchontoglires,Rodentia,Echimyidae,extant,0,0,0,1838.3,NA,Herbivore,NA,Arboreal,ummz:mammals:77810,https://n2t.net/ark:/87602/m4/675328,"91, 101"
Mystacina_tuberculata,Placentalia,Laurasiatheria,Chiroptera,Mystacinidae,extant,0,0,0,13.14,Nocturnal,Omnivore,NA,Volant,AMNH:M-:173919,https://n2t.net/ark:/87602/m4/475026,"56, 101"
Myzopoda_aurita,Placentalia,Laurasiatheria,Chiroptera,Myzopodidae,extant,0,0,0,9.1,NA,Carnivore,Solitary,Volant,AMNH:M-:257130,https://n2t.net/ark:/87602/m4/475033,"56, 101"
Nandinia_binotata,Placentalia,Laurasiatheria,Carnivora,Nandiniidae,extant,0,0,0,2167.2,Nocturnal,Omnivore,Solitary,Arboreal,USNM:MAMM:USNM 220397,https://n2t.net/ark:/87602/m4/M100996,"56, 101"
Nannospalax_leucodon,Placentalia,Euarchontoglires,Rodentia,Spalacidae,extant,0,0,0,188.67,NA,Omnivore,Solitary,Fossorial,UMMZ:mammals:110416,https://n2t.net/ark:/87602/m4/M65513,"56, 101"
Nasalis_larvatus,Placentalia,Euarchontoglires,Primates,Cercopithecidae,extant,0,0,0,12265.65,Diurnal,Herbivore,Social,Arboreal,MCZ:Mamm:37341,https://n2t.net/ark:/87602/m4/387554,"56, 101"
Nasua_nasua,Placentalia,Laurasiatheria,Carnivora,Procyonidae,extant,0,0,0,3775.5,Diurnal,Omnivore,Social,Terrestrial,ummz:mammals:126118,https://n2t.net/ark:/87602/m4/673514,"56, 101"
Neacomys_spinosus,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,19,Nocturnal,Omnivore,Solitary,NA,UMMZ:mammals:156291,https://n2t.net/ark:/87602/m4/M68603,"56, 101"
Necrolemur_antiquus,Placentalia,Euarchontoglires,Primates,Omomyidae,extinct,34.2,41,27.3,144,NA,NA,NA,NA,MAPHQ:289,https://n2t.net/ark:/87602/m4/M116186,"9, 92, 108"
Neofiber_alleni,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,265.38,Nocturnal,Herbivore,Solitary,NA,uf:mammals:13931,https://n2t.net/ark:/87602/m4/M140579,"56, 101"
Neohelos_stirtoni,Metatheria,Marsupialia,Diprotodontia,Diprotodontidae,extinct,15.143,23.04,7.246,70000,NA,Herbivore,NA,Terrestrial,NMV P 187283,Phenome10K,"93, 109, 129"
Neomonachus_tropicalis,Placentalia,Laurasiatheria,Carnivora,Phocidae,extant,0,0,0,163000,NA,Carnivore,Social,Aquatic,YPM:VZ:MAM:008654,https://n2t.net/ark:/87602/m4/M104719,"94, 101"
Neomys_fodiens,Placentalia,Laurasiatheria,Eulipotyphla,Soricidae,extant,0,0,0,15.26,Mixed,Omnivore,Solitary,Semi-Aquatic,NHMUK:ZOO:1973.917,https://n2t.net/ark:/87602/m4/421018,"56, 101"
Neotoma_lepida,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,143.88,Nocturnal,Herbivore,Solitary,Terrestrial,uwbm:mammal:37681,https://n2t.net/ark:/87602/m4/M140595,"56, 101"
Nesodon_imbricatus,Placentalia,Laurasiatheria,Notoungulata,Toxodontidae,extinct,22.25,29,15.5,250000,NA,Herbivore,NA,Terrestrial,fmnh:p:13076,https://n2t.net/ark:/87602/m4/406108,"76, 109, 147, 153"
Nimbacinus_dicksoni,Metatheria,Marsupialia,Dasyuromorphia,Thylacinidae,extinct,19.51,23.04,15.98,5500,NA,NA,NA,NA,QMF:36357,"Weisbecker et al., 2021",30
Nimbadon_lavarackorum,Metatheria,Marsupialia,Diprotodontia,Diprotodontidae,extinct,13.805,15.98,11.63,54800,NA,NA,NA,NA,QMF:42677,"Weisbecker et al., 2021",30
Niviventer_rapit,Placentalia,Euarchontoglires,Rodentia,Muridae,extant,0,0,0,79.73,NA,NA,NA,NA,UMMZ:mammals:174433,https://n2t.net/ark:/87602/m4/M70177,"56, 101"
Noctilio_albiventris,Placentalia,Laurasiatheria,Chiroptera,Noctilionidae,extant,0,0,0,29.93,NA,Carnivore,NA,Volant,AMNH:M-:243717,https://n2t.net/ark:/87602/m4/475045,"56, 101"
Notharctus_tenebrosus,Placentalia,Euarchontoglires,Primates,Notharctidae,extinct,48.35,50.5,46.2,1299,NA,Herbivore,NA,Arboreal,USNM:23278,https://n2t.net/ark:/c7602/m2/m10958,"9, 95, 108"
Nothrotheriops_shastensis,Placentalia,Xenarthra,Pilosa,Nothrotheriidae,extinct,1.296,2.58,0.0117,320000,NA,Herbivore,NA,Terrestrial,LACM:rlb:HC1800-6,https://n2t.net/ark:/87602/m4/384324,"76, 85, 109"
Notoryctes_typhlops,Metatheria,Marsupialia,Notoryctemorphia,Notoryctidae,extant,0,0,0,55,Mixed,Omnivore,Solitary,Fossorial,SAMA:Mammalogy:M4750,https://n2t.net/ark:/87602/m4/557661,"56, 101"
Nycteris_thebaica,Placentalia,Laurasiatheria,Chiroptera,Nycteridae,extant,0,0,0,9.2,NA,Carnivore,NA,Volant,AMNH:Mammals:M-168133,https://n2t.net/ark:/87602/m4/M36533,"56, 101"
Nycticeius_humeralis,Placentalia,Laurasiatheria,Chiroptera,Vespertilionidae,extant,0,0,0,9.12,NA,Carnivore,Social,Volant,UMMZ:mammals:123988,https://n2t.net/ark:/87602/m4/M35451,"56, 101"
Nyctiellus_lepidus,Placentalia,Laurasiatheria,Chiroptera,Natalidae,extant,0,0,0,3,NA,Carnivore,NA,Volant,UMMZ:mammals:105767,https://n2t.net/ark:/87602/m4/M36755,"96, 101"
Nyctimene_rabori,Placentalia,Laurasiatheria,Chiroptera,Pteropodidae,extant,0,0,0,68.25,NA,Herbivore,NA,Volant,UMMZ:mammals:158890,https://n2t.net/ark:/87602/m4/M63739,"56, 101"
Obdurodon_dicksoni,Monotremata,Monotremata,Monotremata,Ornithorhynchidae,extinct,13.805,15.98,11.63,2038,NA,Carnivore,NA,Aquatic,QM:F:20568,http://digimorph.org/specimens/Obdurodon_dicksoni/,15
Ochotona_alpina,Placentalia,Euarchontoglires,Lagomorpha,Ochotonidae,extant,0,0,0,150,NA,Herbivore,Social,Semi-fossorial,amnh:mammals:120698,https://n2t.net/ark:/87602/m4/M55626,"56, 101"
Ochrotomys_nuttalli,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,22.81,Mixed,Omnivore,Social,Semi-arboreal,UMMZ:mammals:93497,https://n2t.net/ark:/87602/m4/M68627,"56, 101"
Octodon_degus,Placentalia,Euarchontoglires,Rodentia,Octodontidae,extant,0,0,0,203.27,Mixed,Omnivore,Social,Semi-fossorial,umzc:E.3288,https://n2t.net/ark:/87602/m4/M47319,"56, 101"
Odobenus_rosmarus,Placentalia,Laurasiatheria,Carnivora,Odobenidae,extant,0,0,0,1042996.25,Mixed,Carnivore,Social,Aquatic,mvz:mammal specimens:63308,https://n2t.net/ark:/87602/m4/590278,"56, 101"
Odocoileus_hemionus,Placentalia,Laurasiatheria,Artiodactyla,Cervidae,extant,0,0,0,84560.57,NA,Herbivore,Social,Terrestrial,USNM:MAMM:USNM 246649,https://n2t.net/ark:/87602/m4/M100990,"56, 101"
Okapia_johnstoni,Placentalia,Laurasiatheria,Artiodactyla,Giraffidae,extant,0,0,0,230001.14,Diurnal,Herbivore,Solitary,Terrestrial,"AZ 2348 (Ditsong National Museum of Natural History, Pretoria)",Alana Sharp ,"56, 101"
Oligoryzomys_flavescens,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,21.3,Nocturnal,Omnivore,NA,NA,UMMZ:mammals:123200,https://n2t.net/ark:/87602/m4/M68592,"56, 101"
Orcaella_heinsohni,Placentalia,Laurasiatheria,Artiodactyla,Delphinidae,extant,0,0,0,189999.99,NA,Carnivore,Social,Aquatic,SAMA:Mammalogy:M26581,https://n2t.net/ark:/87602/m4/597986,"56, 101"
Ornithorhynchus_anatinus,Monotremata,Monotremata,Monotremata,Ornithorhynchidae,extant,0,0,0,1484.25,Mixed,Carnivore,Solitary,Aquatic,NHMUK 1890.12.4.5,Phenome10K,"56, 101"
Orycteropus_afer,Placentalia,Afrotheria,Tubulidentata,Orycteropodidae,extant,0,0,0,56175.2,Nocturnal,Carnivore,Solitary,Fossorial,AMNH:Mammals:M-51372,https://n2t.net/ark:/87602/m4/M82585,"56, 101"
Oryctolagus_cuniculus,Placentalia,Euarchontoglires,Lagomorpha,Leporidae,extant,0,0,0,1590.57,Mixed,Herbivore,Social,Semi-fossorial,yzl:017,https://n2t.net/ark:/87602/m4/M47005,"56, 101"
Otolemur_garnettii,Placentalia,Euarchontoglires,Primates,Galagidae,extant,0,0,0,811.17,NA,Omnivore,Solitary,Arboreal,dlc:NN_Og01,https://n2t.net/ark:/87602/m4/M33809,"56, 101"
Otospermophilus_variegatus,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,714.58,Diurnal,Omnivore,Social,Semi-fossorial,ummz:mammals:77495,https://n2t.net/ark:/87602/m4/607267,"56, 101"
Oxydactylus_sp,Placentalia,Laurasiatheria,Artiodactyla,Camelidae,extinct,17.37,23.1,11.63,250000,NA,Herbivore,NA,Terrestrial,fmnh:p:12117,https://n2t.net/ark:/87602/m4/406130,76
Palaeolama_sp,Placentalia,Laurasiatheria,Artiodactyla,Camelidae,extinct,1.29585,2.58,0.0117,1021897,NA,Herbivore,NA,Terrestrial,PIMUZ:A/V:4091,https://doi.org/10.18563/m3.sf.1128 ,"82, 109, 155"
Palaeosyops_sp,Placentalia,Laurasiatheria,Perissodactyla,Brontotheriidae,extinct,50.95,56,45.9,191000,NA,Herbivore,NA,Terrestrial,fmnh:pm:59198,https://n2t.net/ark:/87602/m4/406209,"76, 151"
Pan_troglodytes,Placentalia,Euarchontoglires,Primates,Hominidae,extant,0,0,0,45000,Diurnal,Omnivore,Social,Semi-arboreal,USNM:MAMM:220327,https://n2t.net/ark:/87602/m4/102641,"56, 101"
Panthera_pardus,Placentalia,Laurasiatheria,Carnivora,Felidae,extant,0,0,0,52399.99,Mixed,Carnivore,Solitary,Terrestrial,AMNH:Mammals:M-113745,https://n2t.net/ark:/87602/m4/M9046,"56, 101"
Papio_hamadryas,Placentalia,Euarchontoglires,Primates,Cercopithecidae,extant,0,0,0,14007.08,Diurnal,Omnivore,Social,Terrestrial,UMZC:Vertebrates:E.7543.B,https://n2t.net/ark:/87602/m4/421033,"56, 101"
Paracynarctus_sinclairi,Placentalia,Laurasiatheria,Carnivora,Canidae,extinct,15.5,18.5,12.5,12263,NA,Omnivore,NA,NA,AMNH:FM:61009,https://n2t.net/ark:/87602/m4/396096,"76, 122, 156"
Paramylodon_harlani,Placentalia,Xenarthra,Pilosa,Mylodontidae,extinct,2.36,4.7,0.0117,1100000,NA,Herbivore,NA,Terrestrial,LACM:rlb:HC:1717-33,https://n2t.net/ark:/87602/m4/384319,"76, 85, 109"
Paramys_delicatus,Placentalia,Euarchontoglires,Rodentia,Ischyromyidae,extinct,48.5,51.1,45.9,2704.83,NA,NA,NA,Semi-fossorial,AMNH:FM:13090,Phil Cox,"9, 42, 52, 142"
Parapithecus_grangeri,Placentalia,Euarchontoglires,Primates,Parapithecidae,extinct,30.6,33.9,27.3,2765,NA,NA,NA,NA,DPC:18651,Ornella Bertrand,"81, 157"
Patriomanis_americana,Placentalia,Laurasiatheria,Pholidota,Patriomanidae,extinct,35.45,37,33.9,3000,NA,Carnivore,NA,Arboreal,amnh:fm:78999,https://n2t.net/ark:/87602/m4/396108,"76, 158"
Pedetes_capensis,Placentalia,Euarchontoglires,Rodentia,Pedetidae,extant,0,0,0,2549.25,Nocturnal,Herbivore,Social,Terrestrial,AMNH:Mammals:M-42016,https://n2t.net/ark:/87602/m4/M114564,"56, 101"
Pekania_pennanti,Placentalia,Laurasiatheria,Carnivora,Mustelidae,extant,0,0,0,3750,Mixed,Carnivore,Solitary,Terrestrial,UMZC:Vertebrates:K.2266,https://n2t.net/ark:/87602/m4/569105,"56, 101"
Perameles_bougainville,Metatheria,Marsupialia,Peramelemorphia,Peramelidae,extant,0,0,0,230.8,Mixed,Omnivore,Solitary,Terrestrial,SAMA:Mammalogy:M3657,https://n2t.net/ark:/87602/m4/535598,"56, 101"
Peromyscus_polionotus,Placentalia,Euarchontoglires,Rodentia,Cricetidae,extant,0,0,0,14.27,Nocturnal,Omnivore,NA,NA,uf:mammals:5569,https://n2t.net/ark:/87602/m4/M140631,"56, 101"
Petaurista_leucogenys,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,1178.9,NA,Herbivore,NA,Arboreal,UMMZ:mammals:112384,https://n2t.net/ark:/87602/m4/569175,"97, 101"
Petauroides_volans,Metatheria,Marsupialia,Diprotodontia,Pseudocheiridae,extant,0,0,0,1257.17,Nocturnal,Herbivore,Solitary,Arboreal,TMMM:847,"Weisbecker et al., 2021","56, 101"
Petaurus_australis,Metatheria,Marsupialia,Diprotodontia,Petauridae,extant,0,0,0,567.15,Nocturnal,Omnivore,Social,Arboreal,JM:8598,"Weisbecker et al., 2021","56, 101"
Petinomys_setosus,Placentalia,Euarchontoglires,Rodentia,Sciuridae,extant,0,0,0,43.85,Nocturnal,Omnivore,NA,Arboreal,ummz:mammals:121036,https://n2t.net/ark:/87602/m4/673042,"56, 101"
Petromus_typicus,Placentalia,Euarchontoglires,Rodentia,Petromuridae,extant,0,0,0,224,Diurnal,Herbivore,Social,Terrestrial,LACM:Mammals:58337,https://n2t.net/ark:/87602/m4/M114289,"56, 101"
Phacochoerus_africanus,Placentalia,Laurasiatheria,Artiodactyla,Suidae,extant,0,0,0,82499.99,Diurnal,Omnivore,Social,Terrestrial,USNM:MAMM:A36000,https://n2t.net/ark:/87602/m4/M100898,"56, 101"
Phalanger_orientalis,Metatheria,Marsupialia,Diprotodontia,Phalangeridae,extant,0,0,0,2487.5,Nocturnal,Herbivore,NA,Arboreal,AMNH:157211,"Weisbecker et al., 2021","56, 101"
Phascogale_tapoatafa,Metatheria,Marsupialia,Dasyuromorphia,Dasyuridae,extant,0,0,0,192.65,Nocturnal,Carnivore,NA,Arboreal,JM:12395,"Weisbecker et al., 2021","56, 101"
Phascolarctos_cinereus,Metatheria,Marsupialia,Diprotodontia,Phascolarctidae,extant,0,0,0,6528.74,Nocturnal,Herbivore,Solitary,Arboreal,ummz:mammals:122553,https://n2t.net/ark:/87602/m4/674911,"56, 101"
Phenacodus_primaevus,Placentalia,Laurasiatheria,Perissodactyla,Phenacodontidae,extinct,54.65,63.4,45.9,82000,NA,NA,NA,Terrestrial,amnh:fm:4369,https://n2t.net/ark:/87602/m4/396114,"65, 76, 107, 159"
Philander_opossum,Metatheria,Marsupialia,Didelphimorphia,Didelphidae,extant,0,0,0,425.81,Nocturnal,Omnivore,Solitary,Terrestrial,J:3461,"Weisbecker et al., 2021","56, 101"
Phocoena_phocoena,Placentalia,Laurasiatheria,Artiodactyla,Phocoenidae,extant,0,0,0,52730.93,Mixed,Carnivore,Social,Aquatic,NMV:Mammalogy:C24749,https://n2t.net/ark:/87602/m4/479886,"56, 101"
Phyllostomus_hastatus,Placentalia,Laurasiatheria,Chiroptera,Phyllostomidae,extant,0,0,0,91.44,NA,Omnivore,Social,Volant,UWBM:Mamm:UWBM:Mamm:73357,https://n2t.net/ark:/87602/m4/660521,"56, 101"
Pipistrellus_hesperus,Placentalia,Laurasiatheria,Chiroptera,Vespertilionidae,extant,0,0,0,3.56,Nocturnal,Carnivore,Social,Volant,UMMZ:mammals:87877,https://n2t.net/ark:/87602/m4/M35514,"56, 101"
Pithecia_pithecia,Placentalia,Euarchontoglires,Primates,Pitheciidae,extant,0,0,0,1667.19,Diurnal,Omnivore,Social,Arboreal,ummz:mammals:98974,https://n2t.net/ark:/87602/m4/673222,"56, 101"
Planigale_ingrami,Metatheria,Marsupialia,Dasyuromorphia,Dasyuridae,extant,0,0,0,6.27,Mixed,Carnivore,NA,Arboreal,J:7656,"Weisbecker et al., 2021","56, 101"
Platacanthomys_lasiurus,Placentalia,Euarchontoglires,Rodentia,Platacanthomyidae,extant,0,0,0,75,Nocturnal,Herbivore,NA,Arboreal,MCZ:Mamm:14770,https://n2t.net/ark:/87602/m4/424074,"98, 101"
Platygonus_compressus,Placentalia,Laurasiatheria,Artiodactyla,Tayassuidae,extinct,1.805,3.6,0.0117,130000,NA,Herbivore,NA,Terrestrial,CM:VertPaleo:012888,https://n2t.net/ark:/87602/m4/411026,"76, 109, 160"
Plionictis_sp,Placentalia,Laurasiatheria,Carnivora,Mustelidae,extinct,10.5,16.3,4.7,640,NA,NA,NA,NA,amnh:fm:25314,https://n2t.net/ark:/87602/m4/396120,76
